HIERARCHY_ID,HIERARCHY_NAME,PARENT_HIERARCHY,SOURCE_COLUMN,CONDITION_TYPE,CONDITION_VALUE,MAPPED_VALUE,RAW_CONDITION
GL_SAND_EXPENSES,Sand Expenses,gl,account_code,IN,710-990,Sand Expenses,"account_code IN ('710-110', '710-990')"
GL_WATER_EXPENSES,Water Expenses,gl,account_code,IN,710-150,Water Expenses,"account_code IN ('710-150', '710-994')"
GL_WATER_EXPENSES,Water Expenses,gl,account_code,IN,710-994,Water Expenses,"account_code IN ('710-150', '710-994')"
GL_SWD_EXPENSES,SWD Expenses,gl,account_code,IN,710-160,SWD Expenses,"account_code IN ('710-160', '710-995')"
GL_SWD_EXPENSES,SWD Expenses,gl,account_code,IN,710-995,SWD Expenses,"account_code IN ('710-160', '710-995')"
GL_FUEL_EXPENSES,Fuel Expenses,gl,account_code,IN,710-180,Fuel Expenses,"account_code IN ('710-180', '710-997')"
GL_FUEL_EXPENSES,Fuel Expenses,gl,account_code,IN,710-997,Fuel Expenses,"account_code IN ('710-180', '710-997')"
GL_GENERAL_&_ADMINISTRATIVE,General & Administrative,gl,account_code,ILIKE,8%,General & Administrative,account_code ILIKE '8%'
GL_INTEREST_INCOME,Interest Income,gl,account_code,IN,910-100,Interest Income,"account_code IN ('910-100', '920-100')"
GL_INTEREST_INCOME,Interest Income,gl,account_code,IN,920-100,Interest Income,"account_code IN ('910-100', '920-100')"
GL_OTHER_GAINS_LOSSES,Other Gains/Losses,gl,account_code,ILIKE,93%,Other Gains/Losses,"account_code ILIKE ANY ('93%', '94%')"
GL_OTHER_GAINS_LOSSES,Other Gains/Losses,gl,account_code,ILIKE,94%,Other Gains/Losses,"account_code ILIKE ANY ('93%', '94%')"
GL_INTEREST_EXPENSE,Interest Expense,gl,account_code,ILIKE,950-1%,Interest Expense,"account_code ILIKE ANY ('950-1%', '950-300')"
GL_INTEREST_EXPENSE,Interest Expense,gl,account_code,ILIKE,950-300,Interest Expense,"account_code ILIKE ANY ('950-1%', '950-300')"
GL_DD&A,DD&A,gl,account_code,ILIKE,950-8%,DD&A,"account_code ILIKE ANY ('950-8%', '955%', '970%', '972%', '974%', '975%')"
GL_DD&A,DD&A,gl,account_code,ILIKE,955%,DD&A,"account_code ILIKE ANY ('950-8%', '955%', '970%', '972%', '974%', '975%')"
GL_DD&A,DD&A,gl,account_code,ILIKE,970%,DD&A,"account_code ILIKE ANY ('950-8%', '955%', '970%', '972%', '974%', '975%')"
GL_DD&A,DD&A,gl,account_code,ILIKE,972%,DD&A,"account_code ILIKE ANY ('950-8%', '955%', '970%', '972%', '974%', '975%')"
GL_DD&A,DD&A,gl,account_code,ILIKE,974%,DD&A,"account_code ILIKE ANY ('950-8%', '955%', '970%', '972%', '974%', '975%')"
GL_DD&A,DD&A,gl,account_code,ILIKE,975%,DD&A,"account_code ILIKE ANY ('950-8%', '955%', '970%', '972%', '974%', '975%')"
GL_IMPAIRMENT_EXPENSE,Impairment Expense,gl,account_code,=,971-210,Impairment Expense,account_code = '971-210'
GL_BAD_DEBT_EXPENSE,Bad Debt Expense,gl,account_code,=,960-100,Bad Debt Expense,account_code = '960-100'
GL_OTHER_EXPENSES,Other Expenses,gl,account_code,=,965-200,Other Expenses,account_code = '965-200'
LOS_MAP_CNOP,CNOP,los_map,account_billing_category_code,ILIKE,%CC85%,CNOP,"account_billing_category_code ILIKE ANY ('%CC85%', '%DC85%', 'FC85%', 'NICC%', 'NIDC%')"
LOS_MAP_CNOP,CNOP,los_map,account_billing_category_code,ILIKE,%DC85%,CNOP,"account_billing_category_code ILIKE ANY ('%CC85%', '%DC85%', 'FC85%', 'NICC%', 'NIDC%')"
LOS_MAP_CNOP,CNOP,los_map,account_billing_category_code,ILIKE,FC85%,CNOP,"account_billing_category_code ILIKE ANY ('%CC85%', '%DC85%', 'FC85%', 'NICC%', 'NIDC%')"
LOS_MAP_CNOP,CNOP,los_map,account_billing_category_code,ILIKE,NICC%,CNOP,"account_billing_category_code ILIKE ANY ('%CC85%', '%DC85%', 'FC85%', 'NICC%', 'NIDC%')"
LOS_MAP_CNOP,CNOP,los_map,account_billing_category_code,ILIKE,NIDC%,CNOP,"account_billing_category_code ILIKE ANY ('%CC85%', '%DC85%', 'FC85%', 'NICC%', 'NIDC%')"
LOS_MAP_CACR,CACR,los_map,account_billing_category_code,ILIKE,%C990%,CACR,account_billing_category_code ILIKE ANY ('%C990%')
LOS_MAP_CACQ,CACQ,los_map,account_billing_category_code,ILIKE,%950%,CACQ,"account_billing_category_code ILIKE ANY ('%950%', '%960%')"
LOS_MAP_CACQ,CACQ,los_map,account_billing_category_code,ILIKE,%960%,CACQ,"account_billing_category_code ILIKE ANY ('%950%', '%960%')"
LOS_MAP_CFRC,CFRC,los_map,account_billing_category_code,IN,ICC,CFRC,"account_billing_category_type_code IN ('ICC', 'TCC')"
LOS_MAP_CFRC,CFRC,los_map,account_billing_category_code,IN,TCC,CFRC,"account_billing_category_type_code IN ('ICC', 'TCC')"
LOS_MAP_CDRL,CDRL,los_map,account_billing_category_code,IN,IDC,CDRL,"account_billing_category_type_code IN ('IDC', 'TDC')"
LOS_MAP_CDRL,CDRL,los_map,account_billing_category_code,IN,TDC,CDRL,"account_billing_category_type_code IN ('IDC', 'TDC')"
LOS_MAP_CFAC,CFAC,los_map,account_billing_category_code,IN,IFC,CFAC,"account_billing_category_type_code IN ('IFC', 'TFC')"
LOS_MAP_CFAC,CFAC,los_map,account_billing_category_code,IN,TFC,CFAC,"account_billing_category_type_code IN ('IFC', 'TFC')"
LOS_MAP_CLHD,CLHD,los_map,account_billing_category_code,IN,LHD,CLHD,"account_billing_category_type_code IN ('LHD', 'LHU')"
LOS_MAP_CLHD,CLHD,los_map,account_billing_category_code,IN,LHU,CLHD,"account_billing_category_type_code IN ('LHD', 'LHU')"
LOS_MAP_LHD,LHD,los_map,account_billing_category_code,=,LHX,LHD,account_billing_category_type_code = 'LHX'
LOS_MAP_LBR,LBR,los_map,account_billing_category_code,ILIKE,LOE10%,LBR,"account_billing_category_code ILIKE ANY ('LOE10%', 'MOE10%', 'MOE330', 'MOE345', 'MOE625')"
LOS_MAP_LBR,LBR,los_map,account_billing_category_code,ILIKE,MOE10%,LBR,"account_billing_category_code ILIKE ANY ('LOE10%', 'MOE10%', 'MOE330', 'MOE345', 'MOE625')"
LOS_MAP_LBR,LBR,los_map,account_billing_category_code,ILIKE,MOE330,LBR,"account_billing_category_code ILIKE ANY ('LOE10%', 'MOE10%', 'MOE330', 'MOE345', 'MOE625')"
LOS_MAP_LBR,LBR,los_map,account_billing_category_code,ILIKE,MOE345,LBR,"account_billing_category_code ILIKE ANY ('LOE10%', 'MOE10%', 'MOE330', 'MOE345', 'MOE625')"
LOS_MAP_LBR,LBR,los_map,account_billing_category_code,ILIKE,MOE625,LBR,"account_billing_category_code ILIKE ANY ('LOE10%', 'MOE10%', 'MOE330', 'MOE345', 'MOE625')"
LOS_MAP_OHD,OHD,los_map,account_billing_category_code,ILIKE,LOE11%,OHD,"account_billing_category_code ILIKE ANY ('LOE11%', 'LOE320', 'LOE321', 'LOE330', 'LOE331')"
LOS_MAP_OHD,OHD,los_map,account_billing_category_code,ILIKE,LOE320,OHD,"account_billing_category_code ILIKE ANY ('LOE11%', 'LOE320', 'LOE321', 'LOE330', 'LOE331')"
LOS_MAP_OHD,OHD,los_map,account_billing_category_code,ILIKE,LOE321,OHD,"account_billing_category_code ILIKE ANY ('LOE11%', 'LOE320', 'LOE321', 'LOE330', 'LOE331')"
LOS_MAP_OHD,OHD,los_map,account_billing_category_code,ILIKE,LOE330,OHD,"account_billing_category_code ILIKE ANY ('LOE11%', 'LOE320', 'LOE321', 'LOE330', 'LOE331')"
LOS_MAP_OHD,OHD,los_map,account_billing_category_code,ILIKE,LOE331,OHD,"account_billing_category_code ILIKE ANY ('LOE11%', 'LOE320', 'LOE321', 'LOE330', 'LOE331')"
LOS_MAP_SVC,SVC,los_map,account_billing_category_code,ILIKE,LOE140,SVC,"account_billing_category_code ILIKE ANY ('LOE140', 'LOE160', 'LOE161', 'LOE165', 'LOE166')"
LOS_MAP_SVC,SVC,los_map,account_billing_category_code,ILIKE,LOE160,SVC,"account_billing_category_code ILIKE ANY ('LOE140', 'LOE160', 'LOE161', 'LOE165', 'LOE166')"
LOS_MAP_SVC,SVC,los_map,account_billing_category_code,ILIKE,LOE161,SVC,"account_billing_category_code ILIKE ANY ('LOE140', 'LOE160', 'LOE161', 'LOE165', 'LOE166')"
LOS_MAP_SVC,SVC,los_map,account_billing_category_code,ILIKE,LOE165,SVC,"account_billing_category_code ILIKE ANY ('LOE140', 'LOE160', 'LOE161', 'LOE165', 'LOE166')"
LOS_MAP_SVC,SVC,los_map,account_billing_category_code,ILIKE,LOE166,SVC,"account_billing_category_code ILIKE ANY ('LOE140', 'LOE160', 'LOE161', 'LOE165', 'LOE166')"
LOS_MAP_CHM,CHM,los_map,account_billing_category_code,ILIKE,LOE24%,CHM,"account_billing_category_code ILIKE ANY ('LOE24%', 'LOE25%', 'LOE26%', 'MOE24%', 'MOE26%', 'MOE27%')"
LOS_MAP_CHM,CHM,los_map,account_billing_category_code,ILIKE,LOE25%,CHM,"account_billing_category_code ILIKE ANY ('LOE24%', 'LOE25%', 'LOE26%', 'MOE24%', 'MOE26%', 'MOE27%')"
LOS_MAP_CHM,CHM,los_map,account_billing_category_code,ILIKE,LOE26%,CHM,"account_billing_category_code ILIKE ANY ('LOE24%', 'LOE25%', 'LOE26%', 'MOE24%', 'MOE26%', 'MOE27%')"
LOS_MAP_CHM,CHM,los_map,account_billing_category_code,ILIKE,MOE24%,CHM,"account_billing_category_code ILIKE ANY ('LOE24%', 'LOE25%', 'LOE26%', 'MOE24%', 'MOE26%', 'MOE27%')"
LOS_MAP_CHM,CHM,los_map,account_billing_category_code,ILIKE,MOE26%,CHM,"account_billing_category_code ILIKE ANY ('LOE24%', 'LOE25%', 'LOE26%', 'MOE24%', 'MOE26%', 'MOE27%')"
LOS_MAP_CHM,CHM,los_map,account_billing_category_code,ILIKE,MOE27%,CHM,"account_billing_category_code ILIKE ANY ('LOE24%', 'LOE25%', 'LOE26%', 'MOE24%', 'MOE26%', 'MOE27%')"
LOS_MAP_SWD,SWD,los_map,account_billing_category_code,IN,LOE273,SWD,"account_billing_category_code IN ('LOE273', 'LOE274', 'LOE275', 'LOE276')"
LOS_MAP_SWD,SWD,los_map,account_billing_category_code,IN,LOE274,SWD,"account_billing_category_code IN ('LOE273', 'LOE274', 'LOE275', 'LOE276')"
LOS_MAP_SWD,SWD,los_map,account_billing_category_code,IN,LOE275,SWD,"account_billing_category_code IN ('LOE273', 'LOE274', 'LOE275', 'LOE276')"
LOS_MAP_SWD,SWD,los_map,account_billing_category_code,IN,LOE276,SWD,"account_billing_category_code IN ('LOE273', 'LOE274', 'LOE275', 'LOE276')"
LOS_MAP_RNM,RNM,los_map,account_billing_category_code,IN,LOE295,RNM,"account_billing_category_code IN ('LOE295', 'LOE300', 'LOE301', 'LOE302', 'LOE303', 'LOE304', 'MOE295', 'MOE300', 'MOE301', 'MOE304', 'MOE320', 'MOE321', 'MOE420', 'MOE421')"
LOS_MAP_RNM,RNM,los_map,account_billing_category_code,IN,LOE300,RNM,"account_billing_category_code IN ('LOE295', 'LOE300', 'LOE301', 'LOE302', 'LOE303', 'LOE304', 'MOE295', 'MOE300', 'MOE301', 'MOE304', 'MOE320', 'MOE321', 'MOE420', 'MOE421')"
LOS_MAP_RNM,RNM,los_map,account_billing_category_code,IN,LOE301,RNM,"account_billing_category_code IN ('LOE295', 'LOE300', 'LOE301', 'LOE302', 'LOE303', 'LOE304', 'MOE295', 'MOE300', 'MOE301', 'MOE304', 'MOE320', 'MOE321', 'MOE420', 'MOE421')"
LOS_MAP_RNM,RNM,los_map,account_billing_category_code,IN,LOE302,RNM,"account_billing_category_code IN ('LOE295', 'LOE300', 'LOE301', 'LOE302', 'LOE303', 'LOE304', 'MOE295', 'MOE300', 'MOE301', 'MOE304', 'MOE320', 'MOE321', 'MOE420', 'MOE421')"
LOS_MAP_RNM,RNM,los_map,account_billing_category_code,IN,LOE303,RNM,"account_billing_category_code IN ('LOE295', 'LOE300', 'LOE301', 'LOE302', 'LOE303', 'LOE304', 'MOE295', 'MOE300', 'MOE301', 'MOE304', 'MOE320', 'MOE321', 'MOE420', 'MOE421')"
LOS_MAP_RNM,RNM,los_map,account_billing_category_code,IN,LOE304,RNM,"account_billing_category_code IN ('LOE295', 'LOE300', 'LOE301', 'LOE302', 'LOE303', 'LOE304', 'MOE295', 'MOE300', 'MOE301', 'MOE304', 'MOE320', 'MOE321', 'MOE420', 'MOE421')"
LOS_MAP_RNM,RNM,los_map,account_billing_category_code,IN,MOE295,RNM,"account_billing_category_code IN ('LOE295', 'LOE300', 'LOE301', 'LOE302', 'LOE303', 'LOE304', 'MOE295', 'MOE300', 'MOE301', 'MOE304', 'MOE320', 'MOE321', 'MOE420', 'MOE421')"
LOS_MAP_RNM,RNM,los_map,account_billing_category_code,IN,MOE300,RNM,"account_billing_category_code IN ('LOE295', 'LOE300', 'LOE301', 'LOE302', 'LOE303', 'LOE304', 'MOE295', 'MOE300', 'MOE301', 'MOE304', 'MOE320', 'MOE321', 'MOE420', 'MOE421')"
LOS_MAP_RNM,RNM,los_map,account_billing_category_code,IN,MOE301,RNM,"account_billing_category_code IN ('LOE295', 'LOE300', 'LOE301', 'LOE302', 'LOE303', 'LOE304', 'MOE295', 'MOE300', 'MOE301', 'MOE304', 'MOE320', 'MOE321', 'MOE420', 'MOE421')"
LOS_MAP_RNM,RNM,los_map,account_billing_category_code,IN,MOE304,RNM,"account_billing_category_code IN ('LOE295', 'LOE300', 'LOE301', 'LOE302', 'LOE303', 'LOE304', 'MOE295', 'MOE300', 'MOE301', 'MOE304', 'MOE320', 'MOE321', 'MOE420', 'MOE421')"
LOS_MAP_RNM,RNM,los_map,account_billing_category_code,IN,MOE320,RNM,"account_billing_category_code IN ('LOE295', 'LOE300', 'LOE301', 'LOE302', 'LOE303', 'LOE304', 'MOE295', 'MOE300', 'MOE301', 'MOE304', 'MOE320', 'MOE321', 'MOE420', 'MOE421')"
LOS_MAP_RNM,RNM,los_map,account_billing_category_code,IN,MOE321,RNM,"account_billing_category_code IN ('LOE295', 'LOE300', 'LOE301', 'LOE302', 'LOE303', 'LOE304', 'MOE295', 'MOE300', 'MOE301', 'MOE304', 'MOE320', 'MOE321', 'MOE420', 'MOE421')"
LOS_MAP_RNM,RNM,los_map,account_billing_category_code,IN,MOE420,RNM,"account_billing_category_code IN ('LOE295', 'LOE300', 'LOE301', 'LOE302', 'LOE303', 'LOE304', 'MOE295', 'MOE300', 'MOE301', 'MOE304', 'MOE320', 'MOE321', 'MOE420', 'MOE421')"
LOS_MAP_RNM,RNM,los_map,account_billing_category_code,IN,MOE421,RNM,"account_billing_category_code IN ('LOE295', 'LOE300', 'LOE301', 'LOE302', 'LOE303', 'LOE304', 'MOE295', 'MOE300', 'MOE301', 'MOE304', 'MOE320', 'MOE321', 'MOE420', 'MOE421')"
LOS_MAP_CMP,CMP,los_map,account_billing_category_code,IN,MOE555,CMP,"account_billing_category_code IN ('MOE555', 'MOE556')"
LOS_MAP_CMP,CMP,los_map,account_billing_category_code,IN,MOE556,CMP,"account_billing_category_code IN ('MOE555', 'MOE556')"
LOS_MAP_HSE,HSE,los_map,account_billing_category_code,IN,MOE340,HSE,"account_billing_category_code IN ('MOE340', 'MOE341')"
LOS_MAP_HSE,HSE,los_map,account_billing_category_code,IN,MOE341,HSE,"account_billing_category_code IN ('MOE340', 'MOE341')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,LOE305,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,LOE306,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,LOE310,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,LOE311,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,LOE312,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,LOE325,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,LOE326,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,LOE5%,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,MOE5%,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,MOE110,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,MOE111,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,MOE115,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,MOE305,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,MOE306,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,MOE310,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,MOE311,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_EQU,EQU,los_map,account_billing_category_code,ILIKE,MOE705,EQU,"account_billing_category_code ILIKE ANY ('LOE305', 'LOE306', 'LOE310', 'LOE311', 'LOE312', 'LOE325', 'LOE326', 'LOE5%', 'MOE5%', 'MOE110', 'MOE111', 'MOE115', 'MOE305', 'MOE306', 'MOE310', 'MOE311', 'MOE705')"
LOS_MAP_COPAS,COPAS,los_map,account_billing_category_code,ILIKE,LOE6%,COPAS,account_billing_category_code ILIKE 'LOE6%'
LOS_MAP_SEV,SEV,los_map,account_billing_category_code,IN,LOE720,SEV,"account_billing_category_code IN ('LOE720', 'LOE721')"
LOS_MAP_SEV,SEV,los_map,account_billing_category_code,IN,LOE721,SEV,"account_billing_category_code IN ('LOE720', 'LOE721')"
LOS_MAP_ADV,ADV,los_map,account_billing_category_code,IN,LOE750,ADV,"account_billing_category_code IN ('LOE750', 'LOE751', 'NLOE750', 'MOE750', 'MOE751', 'MOE755')"
LOS_MAP_ADV,ADV,los_map,account_billing_category_code,IN,LOE751,ADV,"account_billing_category_code IN ('LOE750', 'LOE751', 'NLOE750', 'MOE750', 'MOE751', 'MOE755')"
LOS_MAP_ADV,ADV,los_map,account_billing_category_code,IN,NLOE750,ADV,"account_billing_category_code IN ('LOE750', 'LOE751', 'NLOE750', 'MOE750', 'MOE751', 'MOE755')"
LOS_MAP_ADV,ADV,los_map,account_billing_category_code,IN,MOE750,ADV,"account_billing_category_code IN ('LOE750', 'LOE751', 'NLOE750', 'MOE750', 'MOE751', 'MOE755')"
LOS_MAP_ADV,ADV,los_map,account_billing_category_code,IN,MOE751,ADV,"account_billing_category_code IN ('LOE750', 'LOE751', 'NLOE750', 'MOE750', 'MOE751', 'MOE755')"
LOS_MAP_ADV,ADV,los_map,account_billing_category_code,IN,MOE755,ADV,"account_billing_category_code IN ('LOE750', 'LOE751', 'NLOE750', 'MOE750', 'MOE751', 'MOE755')"
LOS_MAP_NLOE,NLOE,los_map,account_billing_category_code,ILIKE,LOE850,NLOE,"account_billing_category_code ILIKE ANY ('LOE850', 'LOE851', 'LOE852', 'LOE853', 'LOE990', 'NLOE%')"
LOS_MAP_NLOE,NLOE,los_map,account_billing_category_code,ILIKE,LOE851,NLOE,"account_billing_category_code ILIKE ANY ('LOE850', 'LOE851', 'LOE852', 'LOE853', 'LOE990', 'NLOE%')"
LOS_MAP_NLOE,NLOE,los_map,account_billing_category_code,ILIKE,LOE852,NLOE,"account_billing_category_code ILIKE ANY ('LOE850', 'LOE851', 'LOE852', 'LOE853', 'LOE990', 'NLOE%')"
LOS_MAP_NLOE,NLOE,los_map,account_billing_category_code,ILIKE,LOE853,NLOE,"account_billing_category_code ILIKE ANY ('LOE850', 'LOE851', 'LOE852', 'LOE853', 'LOE990', 'NLOE%')"
LOS_MAP_NLOE,NLOE,los_map,account_billing_category_code,ILIKE,LOE990,NLOE,"account_billing_category_code ILIKE ANY ('LOE850', 'LOE851', 'LOE852', 'LOE853', 'LOE990', 'NLOE%')"
LOS_MAP_NLOE,NLOE,los_map,account_billing_category_code,ILIKE,NLOE%,NLOE,"account_billing_category_code ILIKE ANY ('LOE850', 'LOE851', 'LOE852', 'LOE853', 'LOE990', 'NLOE%')"
LOS_MAP_ACCOUNT_BILLING_CATEGORY_,account_billing_category_type_code,los_map,account_billing_category_code,IN,PAC,account_billing_category_type_code,"account_billing_category_type_code IN ('PAC', 'WOX', 'MOX')"
LOS_MAP_ACCOUNT_BILLING_CATEGORY_,account_billing_category_type_code,los_map,account_billing_category_code,IN,WOX,account_billing_category_type_code,"account_billing_category_type_code IN ('PAC', 'WOX', 'MOX')"
LOS_MAP_ACCOUNT_BILLING_CATEGORY_,account_billing_category_type_code,los_map,account_billing_category_code,IN,MOX,account_billing_category_type_code,"account_billing_category_type_code IN ('PAC', 'WOX', 'MOX')"
AU_OP_TRUE,TRUE,AU_Op,cost_center_area_code,IN,AREA0100,TRUE,"cost_center_area_code IN ('AREA0100', 'AREA0200', 'AREA0220', 'AREA0300', 'AREA0301', 'AREA0430', 'AREA0470', 'AREA0600', 'AREA0625')"
AU_OP_TRUE,TRUE,AU_Op,cost_center_area_code,IN,AREA0200,TRUE,"cost_center_area_code IN ('AREA0100', 'AREA0200', 'AREA0220', 'AREA0300', 'AREA0301', 'AREA0430', 'AREA0470', 'AREA0600', 'AREA0625')"
AU_OP_TRUE,TRUE,AU_Op,cost_center_area_code,IN,AREA0220,TRUE,"cost_center_area_code IN ('AREA0100', 'AREA0200', 'AREA0220', 'AREA0300', 'AREA0301', 'AREA0430', 'AREA0470', 'AREA0600', 'AREA0625')"
AU_OP_TRUE,TRUE,AU_Op,cost_center_area_code,IN,AREA0300,TRUE,"cost_center_area_code IN ('AREA0100', 'AREA0200', 'AREA0220', 'AREA0300', 'AREA0301', 'AREA0430', 'AREA0470', 'AREA0600', 'AREA0625')"
AU_OP_TRUE,TRUE,AU_Op,cost_center_area_code,IN,AREA0301,TRUE,"cost_center_area_code IN ('AREA0100', 'AREA0200', 'AREA0220', 'AREA0300', 'AREA0301', 'AREA0430', 'AREA0470', 'AREA0600', 'AREA0625')"
AU_OP_TRUE,TRUE,AU_Op,cost_center_area_code,IN,AREA0430,TRUE,"cost_center_area_code IN ('AREA0100', 'AREA0200', 'AREA0220', 'AREA0300', 'AREA0301', 'AREA0430', 'AREA0470', 'AREA0600', 'AREA0625')"
AU_OP_TRUE,TRUE,AU_Op,cost_center_area_code,IN,AREA0470,TRUE,"cost_center_area_code IN ('AREA0100', 'AREA0200', 'AREA0220', 'AREA0300', 'AREA0301', 'AREA0430', 'AREA0470', 'AREA0600', 'AREA0625')"
AU_OP_TRUE,TRUE,AU_Op,cost_center_area_code,IN,AREA0600,TRUE,"cost_center_area_code IN ('AREA0100', 'AREA0200', 'AREA0220', 'AREA0300', 'AREA0301', 'AREA0430', 'AREA0470', 'AREA0600', 'AREA0625')"
AU_OP_TRUE,TRUE,AU_Op,cost_center_area_code,IN,AREA0625,TRUE,"cost_center_area_code IN ('AREA0100', 'AREA0200', 'AREA0220', 'AREA0300', 'AREA0301', 'AREA0430', 'AREA0470', 'AREA0600', 'AREA0625')"
AU_OP_ELSE,FALSE,AU_Op,cost_center_area_code,ELSE,*,FALSE,ELSE
