XREF_HIERARCHY_KEY,FK_REPORT_KEY,HIERARCHY_GROUP_NAME,LEVEL_1_SORT,LEVEL_1,LEVEL_2_SORT,LEVEL_2,LEVEL_3_SORT,LEVEL_3,LEVEL_4_SORT,LEVEL_4,LEVEL_5_SORT,LEVEL_5,LEVEL_6_SORT,LEVEL_6,LEVEL_7_SORT,LEVEL_7,LEVEL_8_SORT,LEVEL_8,LEVEL_9_SORT,LEVEL_9,ID_NAME,ID,ID_SOURCE,ID_TABLE,ID_SCHEMA,ID_DATABASE,GROUP_FILTER_PRECEDENCE,DO_NOT_EXPAND_FLAG,IS_SECURED_FLAG,SPLIT_ACTIVE_FLAG,EXCLUSION_FLAG,CALCULATION_FLAG,ACTIVE_FLAG,VOLUME_FLAG,ID_UNPIVOT_FLAG,ID_ROW_FLAG,REMOVE_FROM_TOTALS,FILTER_GROUP_1,FILTER_GROUP_2,FILTER_GROUP_3,FILTER_GROUP_4,FORMULA_GROUP,FORMULA_PRECEDENCE,FORMULA_PARAM_REF,ARITHMETIC_LOGIC,FORMULA_PARAM2_CONST_NUMBER,CREATE_NEW_COLUMN
297,126,Lease Operating Statement,1,Upstream,12,Operating Expense,22,HSE,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE340,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedHSE & Regulatory Expense,,,Total LOE Recurring,,,,,false
298,126,Lease Operating Statement,1,Upstream,12,Operating Expense,22,HSE,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE340,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedHSE & Regulatory Expense,,,Total LOE Recurring,,,,,false
299,127,Lease Operating Statement,1,Upstream,12,Operating Expense,23,Inspection,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE315,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedInspection & Testing Services,,,Total LOE Recurring,,,,,false
300,127,Lease Operating Statement,1,Upstream,12,Operating Expense,23,Inspection,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE315,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedInspection & Testing Services,,,Total LOE Recurring,,,,,false
301,128,Lease Operating Statement,1,Upstream,12,Operating Expense,24,Insurance,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE760,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedInsurance-Billable (Non-COW),,,Total LOE Recurring,,,,,false
302,128,Lease Operating Statement,1,Upstream,12,Operating Expense,24,Insurance,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE760,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedInsurance-Billable (Non-COW),,,Total LOE Recurring,,,,,false
303,128,Lease Operating Statement,1,Upstream,12,Operating Expense,24,Insurance,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE763,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedInsurance-COW,,,Total LOE Recurring,,,,,false
304,129,Lease Operating Statement,1,Upstream,12,Operating Expense,25,Landman,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE375,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedLandman/Broker Costs,,,Total LOE Recurring,,,,,false
305,129,Lease Operating Statement,1,Upstream,12,Operating Expense,25,Landman,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE375,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedLandman/Broker Costs,,,Total LOE Recurring,,,,,false
306,130,Lease Operating Statement,1,Upstream,12,Operating Expense,26,Legal Fees,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE410,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedLegal Fees & Title Costs,,,Total LOE Recurring,,,,,false
307,130,Lease Operating Statement,1,Upstream,12,Operating Expense,26,Legal Fees,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE410,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedLegal Fees & Title Costs,,,Total LOE Recurring,,,,,false
308,131,Lease Operating Statement,1,Upstream,12,Operating Expense,27,Line Pipe,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE560,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedLine Pipe,,,Total LOE Recurring,,,,,false
309,132,Lease Operating Statement,1,Upstream,12,Operating Expense,28,Location,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE320,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedLocation & Roadwork,,,Total LOE Recurring,,,,,false
310,132,Lease Operating Statement,1,Upstream,12,Operating Expense,28,Location,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE320,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedLocation & Roadwork,,,Total LOE Recurring,,,,,false
311,133,Lease Operating Statement,1,Upstream,12,Operating Expense,29,Logging,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE215,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedLogging,,,Total LOE Recurring,,,,,false
312,134,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Meters,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE325,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedMeters/Measurement/Automation,,,Total LOE Recurring,,,,,false
313,134,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Meters,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE325,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedMeters/Measurement/Automation,,,Total LOE Recurring,,,,,false
416,117,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,13,Disposal,1000,Operated,0,,0,,0,,0,,,LOE273,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Upstream,UpstreamOperating ExpenseRecurringDisposalOperated,,,Total LOE Recurring,,,,,false
417,142,Lease Operating Statement,1,Upstream,12,Operating Expense,16,Equipment Expense,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE310,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedEquipment Rental,,,Total LOE Recurring,,,,,false
418,142,Lease Operating Statement,1,Upstream,12,Operating Expense,30,Recurring,16,Equipment Expense,3000,Non Operated,0,,0,,0,,0,,,MOE310,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Upstream,UpstreamOperating ExpenseRecurringEquipment ExpenseNon Operated,,,Total LOE Recurring,,,,,false
314,135,Lease Operating Statement,1,Upstream,12,Operating Expense,31,Minimum Royalty,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE730,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedMinimum Royalty,,,Total LOE Recurring,,,,,false
315,136,Lease Operating Statement,1,Upstream,12,Operating Expense,32,Miscellaneous,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE350,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedMiscellaneous,,,Total LOE Recurring,,,,,false
316,136,Lease Operating Statement,1,Upstream,12,Operating Expense,32,Miscellaneous,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE350,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedMiscellaneous,,,Total LOE Recurring,,,,,false
317,136,Lease Operating Statement,1,Upstream,12,Operating Expense,32,Miscellaneous,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE590,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedMiscellaneous Equip,,,Total LOE Recurring,,,,,false
318,137,Lease Operating Statement,1,Upstream,12,Operating Expense,33,Mob/Demob,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE140,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedMob/Demob,,,Total LOE Recurring,,,,,false
326,145,Lease Operating Statement,1,Upstream,12,Operating Expense,35,COPAS,30,Recurring,3000,Non Operated,3000,Non Operated,0,,0,,0,,,NLOE852,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedNon-Operated COPAS Overhead,,,Total LOE Recurring,,,,,false
368,172,Lease Operating Statement,1,Upstream,12,Operating Expense,35,COPAS,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,640-992,ACCOUNT_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedCOPAS OH Accrual,,,Total LOE Recurring,,,,,false
414,172,Lease Operating Statement,1,Upstream,12,Operating Expense,35,COPAS,30,Recurring,3000,Operated,3000,Non Operated,0,,0,,0,,,LOE600,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedNon-Operated COPAS Overhead,,,Total LOE Recurring,,,,,false
327,146,Lease Operating Statement,1,Upstream,12,Operating Expense,36,Other LOE,30,Recurring,3000,Non Operated,3000,Non Operated,0,,0,,0,,,LOE850,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedNon-Operated LOE,,,Total LOE Recurring,,,,,false
328,147,Lease Operating Statement,1,Upstream,12,Operating Expense,37,Oilfield,30,Recurring,3000,Non Operated,3000,Non Operated,0,,0,,0,,,LOE722,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedOilfield Restoration Fees,,,Total LOE Recurring,,,,,false
330,149,Lease Operating Statement,1,Upstream,12,Operating Expense,39,Other LOE,30,Recurring,3000,Non Operated,3000,Non Operated,0,,0,,0,,,NLOE850,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedOther Non-Operated LOE,,,Total LOE Recurring,,,,,false
331,150,Lease Operating Statement,1,Upstream,12,Operating Expense,40,Perforating,30,Recurring,3000,Non Operated,3000,Non Operated,0,,0,,0,,,LOE210,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringNon OperatedPerforating,,,Total LOE Recurring,,,,,false
332,151,Lease Operating Statement,1,Upstream,12,Operating Expense,41,Pipe,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE565,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedPipe/Valves/Fittings,,,Total LOE Recurring,,,,,false
333,152,Lease Operating Statement,1,Upstream,12,Operating Expense,42,Pipeline,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE304,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedPipeline Leak Repairs,,,Total LOE Recurring,,,,,false
334,152,Lease Operating Statement,1,Upstream,12,Operating Expense,42,Pipeline,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE304,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedPipeline Leak Repairs,,,Total LOE Recurring,,,,,false
335,153,Lease Operating Statement,1,Upstream,12,Operating Expense,43,Processing,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE705,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedProcessing/Treatment Exp,,,Total LOE Recurring,,,,,false
336,154,Lease Operating Statement,1,Upstream,12,Operating Expense,44,Regulatory,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE343,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedRegulatory Permits and Bonds,,,Total LOE Recurring,,,,,false
339,156,Lease Operating Statement,1,Upstream,12,Operating Expense,45,Sales and Use Tax on Gas Used,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE755,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSales and Use Tax on Gas Used,,,Total LOE Recurring,,,,,false
340,157,Lease Operating Statement,1,Upstream,12,Operating Expense,46,Shut-In Expense,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE725,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedShut-In Royalty,,,Total LOE Recurring,,,,,false
341,157,Lease Operating Statement,1,Upstream,12,Operating Expense,46,Shut-In Expense,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE727,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedShut-In/Offset Frac,,,Total LOE Recurring,,,,,false
342,158,Lease Operating Statement,1,Upstream,12,Operating Expense,47,Slickline,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE175,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSlickline/Wireline/ElectricLine,,,Total LOE Recurring,,,,,false
343,159,Lease Operating Statement,1,Upstream,12,Operating Expense,48,Stimulation,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE200,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedStimulation-Acid,,,Total LOE Recurring,,,,,false
344,160,Lease Operating Statement,1,Upstream,12,Operating Expense,49,Subsurface,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE530,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSubsurface Equipment,,,Total LOE Recurring,,,,,false
345,161,Lease Operating Statement,1,Upstream,12,Operating Expense,50,Supervision,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE345,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSupervision,,,Total LOE Recurring,,,,,false
346,161,Lease Operating Statement,1,Upstream,12,Operating Expense,50,Supervision,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE345,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSupervision,,,Total LOE Recurring,,,,,false
347,162,Lease Operating Statement,1,Upstream,12,Operating Expense,51,Supplies,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE305,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSupplies & Materials,,,Total LOE Recurring,,,,,false
348,162,Lease Operating Statement,1,Upstream,12,Operating Expense,51,Supplies,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE305,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSupplies & Materials,,,Total LOE Recurring,,,,,false
451,163,Lease Operating Statement,1,Upstream,12,Operating Expense,52,Surface,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE420,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSurface Equip,,,Total LOE Recurring,,,,,false
450,163,Lease Operating Statement,1,Upstream,12,Operating Expense,52,Surface,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE420,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSurvey/Permit/Licenses/Fees,,,Total LOE Recurring,,,,,false
349,163,Lease Operating Statement,1,Upstream,12,Operating Expense,52,Surface,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE550,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSurvey/Permit/Licenses/Fees,,,Total LOE Recurring,,,,,false
353,164,Lease Operating Statement,1,Upstream,12,Operating Expense,53,Survey,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE425,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSurvey/Permit/Licenses/Fees,,,Total LOE Recurring,,,,,false
354,164,Lease Operating Statement,1,Upstream,12,Operating Expense,53,Survey,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE425,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSurvey/Permit/Licenses/Fees,,,Total LOE Recurring,,,,,false
355,165,Lease Operating Statement,1,Upstream,12,Operating Expense,54,Swabbing,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE170,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedSwabbing Unit,,,Total LOE Recurring,,,,,false
356,166,Lease Operating Statement,1,Upstream,12,Operating Expense,55,Trucking,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE265,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedTrucking-Fluids (IN),,,Total LOE Recurring,,,,,false
357,166,Lease Operating Statement,1,Upstream,12,Operating Expense,55,Trucking,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE265,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedTrucking-Fluids (IN),,,Total LOE Recurring,,,,,false
358,166,Lease Operating Statement,1,Upstream,12,Operating Expense,55,Trucking,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE270,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedTrucking-Materials & Equip,,,Total LOE Recurring,,,,,false
359,166,Lease Operating Statement,1,Upstream,12,Operating Expense,55,Trucking,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE270,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedTrucking-Materials & Equip,,,Total LOE Recurring,,,,,false
360,167,Lease Operating Statement,1,Upstream,12,Operating Expense,56,Tubing,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE515,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedTubing,,,Total LOE Recurring,,,,,false
361,168,Lease Operating Statement,1,Upstream,12,Operating Expense,57,Vehicle,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE115,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedVehicle Expenses,,,Total LOE Recurring,,,,,false
362,168,Lease Operating Statement,1,Upstream,12,Operating Expense,57,Vehicle,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,MOE115,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedVehicle Expenses,,,Total LOE Recurring,,,,,false
363,169,Lease Operating Statement,1,Upstream,12,Operating Expense,58,Wellhead,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE250,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedWell Treatment Services,,,Total LOE Recurring,,,,,false
364,169,Lease Operating Statement,1,Upstream,12,Operating Expense,58,Wellhead,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,LOE535,BILLING_CATEGORY_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedWellhead Assembly,,,Total LOE Recurring,,,,,false
365,170,Lease Operating Statement,1,Upstream,12,Operating Expense,59,Right of use asset credit,30,Recurring,1000,Operated,1000,Operated,0,,0,,0,,,640-300,ACCOUNT_CODE,DIM_ACCOUNT,ENERTIA,EDW,1,false,false,false,false,false,true,false,false,true,false,Operating Expense,Operating ExpenseRecurringOperatedRight of use asset credit,,,Total LOE Recurring,,,,,false
373,186,Lease Operating Statement,1,Upstream,20,Capital Spend,50,Upstream CAPEX,8000,Leasehold Cost,999,N/A,0,,0,,0,,0,,,LHU,BILLING_CATEGORY_TYPE_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXLeasehold Cost,,,Total Capital Spend,,,,,false
374,186,Lease Operating Statement,1,Upstream,20,Capital Spend,50,Upstream CAPEX,8000,Leasehold Cost,999,N/A,0,,0,,0,,0,,,LHD,BILLING_CATEGORY_TYPE_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXLeasehold Cost,,,Total Capital Spend,,,,,false
375,186,Lease Operating Statement,1,Upstream,20,Capital Spend,50,Upstream CAPEX,8000,Leasehold Cost,999,N/A,0,,0,,0,,0,,,MIN,BILLING_CATEGORY_TYPE_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXLeasehold Cost,,,Total Capital Spend,,,,,false
376,186,Lease Operating Statement,1,Upstream,20,Capital Spend,50,Upstream CAPEX,8000,Leasehold Cost,999,N/A,0,,0,,0,,0,,,MIP,BILLING_CATEGORY_TYPE_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXLeasehold Cost,,,Total Capital Spend,,,,,false
377,187,Lease Operating Statement,1,Upstream,20,Capital Spend,50,Upstream CAPEX,8100,Intangible Drilling Cost,3000,Non Operated,0,,0,,0,,0,,,NIDC,BILLING_CATEGORY_TYPE_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXIntangible Drilling CostNon Operated,,,Total Capital Spend,,,,,false
378,188,Lease Operating Statement,1,Upstream,20,Capital Spend,50,Upstream CAPEX,8100,Intangible Drilling Cost,1000,Operated,0,,0,,0,,0,,,IDC,BILLING_CATEGORY_TYPE_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXIntangible Drilling CostOperated,,,Total Capital Spend,,,,,false
379,189,Lease Operating Statement,1,Upstream,20,Capital Spend,50,Upstream CAPEX,8300,Tangible Drilling Cost,1000,Operated,0,,0,,0,,0,,,TDC,BILLING_CATEGORY_TYPE_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXTangible Drilling CostOperated,,,Total Capital Spend,,,,,false
380,190,Lease Operating Statement,1,Upstream,20,Capital Spend,50,Upstream CAPEX,8400,Intangible Completion Cost,3000,Non Operated,0,,0,,0,,0,,,NICC,BILLING_CATEGORY_TYPE_CODE,DIM_ACCOUNT,ENERTIA,EDW,2,false,false,false,false,false,true,false,false,true,false,Capital Spend,Capital SpendUpstream CAPEXIntangible Completion CostNon Operated,,,Total Capital Spend,,,,,false
